product_id,brand,price,user_id,user_session,purchased,num_views_session,num_views_product,category,sub_category,hour,minute,weekday,duration,num_prev_sessions,num_prev_product_views
1002524,apple,531.78,519148999,0c2edbd2-4dec-478f-8e51-90b767656fb5,1,4,2,electronics,smartphone,8,52,3,3261,32,19
1002528,apple,566.04,515071880,3122e825-09db-47ef-b59f-e99412454a37,1,8,1,electronics,smartphone,5,9,1,424,6,2
1002528,apple,554.71,544877039,face19d9-d4ed-4990-8795-d79bbea8377e,1,2,2,electronics,smartphone,13,42,1,124,18,6
1002528,apple,532.57,551361102,41c4ac1e-2c18-4b49-95a0-2f3f69661639,1,1,1,electronics,smartphone,7,59,6,33,110,29
1002528,apple,532.57,551361102,53ee3048-b360-42f6-a448-f96d724ca035,0,2,2,electronics,smartphone,13,38,6,94,114,33
1002528,apple,532.57,551361102,dcf27fe0-8e34-4da1-b914-d8c8656043b6,1,2,2,electronics,smartphone,18,40,6,90,121,39
1002528,apple,540.3,551361102,8cf0c6ac-d74b-43ea-8a4e-4abb37e6db69,1,5,5,electronics,smartphone,14,5,0,180,162,64
1002528,apple,623.8,551361102,dbdfbc6e-cd2d-490a-8351-15ef87a23e3d,1,4,2,electronics,smartphone,15,27,3,423,183,77
1002540,apple,469.77,565302152,0470752f-42fc-48f9-8076-708b108ffcaa,1,,,electronics,smartphone,8,1,2,19,0,1
1002540,apple,463.07,538201741,054d8b1e-59dc-439b-96ef-d99654390d1f,1,1,1,electronics,smartphone,10,9,6,34,33,16
1002544,apple,460.07,532557941,02a02597-e18d-4fe2-a8fa-06e4031a8aa9,1,2,2,electronics,smartphone,8,25,5,680,1,2
1002544,apple,462.56,531648771,1c9d940f-b938-46db-8ce8-c1fe17a5a4f8,1,3,3,electronics,smartphone,6,15,4,284,8,8
1002544,apple,462.39,555761089,f6b1900e-a2a8-4cc9-8c31-eb70aae96a3c,1,2,2,electronics,smartphone,9,24,0,49,18,17
1002544,apple,459.21,557254614,ef909e9b-be98-4b22-b30b-50461b917c68,1,2,2,electronics,smartphone,5,8,2,55,80,20
